POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,41,29,2:20.871,-,-,179.0,38,Team WRT,LMP2,,,Oreca 07 - Gibson,G,55761,5518,3,5626,256,23,,,,,Robert,KUBICA,P,,POL,,8438,181,,,Min 00:40:00-Max 01:40:00,Louis,DELETRAZ,G,,CHE,,9621,219,,,Min 00:40:00-Max 01:40:00,Yifei,YE,S,,CHN,,10068,43,,,Min 01:10:00-Max 02:30:00,,,,,,,,,,,,,,,,,,,
2,28,24,2:21.274,+0.403,+0.403,178.5,33,IDEC Sport,LMP2,,,Oreca 07 - Gibson,G,55753,522,3,5626,256,70,,,,,Paul,LAFARGUE,S,,FRA,,1552,70,,,Min 01:10:00-Max 02:30:00,Paul Loup,CHATIN,G,,FRA,,313,70,,,Min 00:40:00-Max 01:40:00,Patrick,PILET,P,,FRA,,68,70,,,Min 00:40:00-Max 01:40:00,,,,,,,,,,,,,,,,,,,
3,22,9,2:22.034,+1.163,+0.760,177.5,18,United Autosports,LMP2,,,Oreca 07 - Gibson,G,55749,532,3,5626,256,188,,,,,Phil,HANSON,G,,GBR,,8272,188,,,Min 00:40:00-Max 01:40:00,Jonathan,ABERDEIN,G,,ZAF,,9879,2,,,Min 00:40:00-Max 01:40:00,Tom,GAMBLE,S,,GBR,,9549,188,,,Min 01:10:00-Max 02:30:00,,,,,,,,,,,,,,,,,,,
4,24,28,2:22.699,+1.828,+0.665,176.7,29,Algarve Pro Racing,LMP2,,,Oreca 07 - Gibson,G,55750,92,3,5626,256,184,,,,,Diego,MENCHACA,S,,MEX,,9882,151,,,Min 01:10:00-Max 02:30:00,Ferdinand,HABSBURG,G,,AUT,,10000,17,,,Min 00:40:00-Max 01:40:00,Richard,BRADLEY,G,,GBR,,272,188,,,Min 00:40:00-Max 01:40:00,,,,,,,,,,,,,,,,,,,
5,29,16,2:22.812,+1.941,+0.113,176.6,17,Ultimate,LMP2,,,Oreca 07 - Gibson,G,55754,390,3,5626,256,70,,,,,Matthieu,LAHAYE,S,,FRA,,37,70,,,Min 00:40:00-Max 02:30:00,Jean-Baptiste,LAHAYE,S,,FRA,,1628,70,,,Min 00:40:00-Max 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
6,26,22,2:24.909,+4.038,+2.097,174.0,23,G-Drive Racing,LMP2,,,Aurus 01 - Gibson,G,55752,524,3,5957,4394,254,,,,,Roman,RUSINOV,G,,RUS,,107,254,,,Min 00:40:00-Max 01:40:00,Franco,COLAPINTO,S,,ARG,,10066,13,,,Min 01:10:00-Max 02:30:00,Nyck,DE VRIES,P,,NLD,,9152,178,,,,,,,,,,,,,,,,,,,,,,
7,32,20,2:25.403,+4.532,+0.494,173.4,28,United Autosports,LMP2,,,Oreca 07 - Gibson,G,55756,532,3,5626,256,188,,,,,Job,VAN UITERT,G,,NLD,,8984,178,,,Min 00:40:00-Max 01:40:00,Nicolas,JAMIN,G,,FRA,,9174,70,,,Min 00:40:00-Max 01:40:00,Manuel,MALDONADO,S,,VEN,,9880,246,,,Min 01:10:00-Max 02:30:00,,,,,,,,,,,,,,,,,,,
8,65,22,2:25.465,+4.594,+0.062,173.3,24,Panis Racing,LMP2,,,Oreca 07 - Gibson,G,55764,5990,3,5626,256,70,,,,,Julien,CANAL,S,,FRA,,73,70,,,Min 01:10:00-Max 02:30:00,William,STEVENS,P,,GBR,,1882,188,,,Min 00:40:00-Max 01:40:00,James,ALLEN,G,,AUS,,8384,16,,,Min 00:40:00-Max 01:40:00,,,,,,,,,,,,,,,,,,,
9,30,25,2:26.636,+5.765,+1.171,172.0,37,Duqueine Team,LMP2,,,Oreca 07 - Gibson,G,55755,5981,3,5626,256,70,,,,,Tristan,GOMMENDY,P,,FRA,,233,70,,,Min 00:40:00-Max 01:40:00,Rene,BINDER,S,,AUT,,9190,17,,,Min 01:10:00-Max 02:30:00,Memo,ROJAS,G,,MEX,,1912,151,,,Min 00:40:00-Max 01:40:00,,,,,,,,,,,,,,,,,,,
10,25,23,2:27.781,+6.910,+1.145,170.6,31,G-Drive Racing,LMP2,P/A,,Aurus 01 - Gibson,G,55751,524,3,5957,4394,254,,,,,John,FALB,B,,USA,,1536,66,,,Min 00:40:00-Max 02:30:00,Rui,ANDRADE,S,,PRT,,9873,184,,,Min 00:40:00-Max 02:30:00,Gustavo,MENEZES,G,,USA,,1386,66,,,,,,,,,,,,,,,,,,,,,,
