POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,009,4,1:28.935,-,-,184.7,6,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,103698,6427,4167,6273,260,66,,,ASTON MARTIN,,Alex,RIBERAS,G,,ESP,,10376,64,,00:39:50,None,Marco,SORENSEN,P,,DEN,,11446,57,,00:39:50,None,,,,,,,,,,,,,,,,,,,,,,,,,
2,93,4,1:28.989,+0.054,+0.054,184.6,7,Peugeot TotalEnergies,HYPERCAR,H,,Peugeot 9X8,M,103725,6151,4167,6112,4014,70,,,PEUGEOT TE,,Paul,DI RESTA,P,,GBR,DIR,9293,188,,00:39:50,None,Mikkel,JENSEN,P,,DEN,,8276,57,,00:39:50,None,Jean-Eric,VERGNE,P,,FRA,,8528,70,,00:39:50,None,,,,,,,,,,,,,,,,,,,
3,12,4,1:29.082,+0.147,+0.093,184.4,6,Cadillac Hertz Team JOTA,HYPERCAR,H,,Cadillac V-Series.R,M,103700,6429,4167,6203,4097,66,,,CADILLAC HTJ,,Alex,LYNN,P,,GBR,,11043,188,,00:39:50,None,Norman,NATO,G,,FRA,,9032,70,,00:39:50,None,Will,STEVENS,P,,GBR,,11044,188,,00:39:50,None,,,,,,,,,,,,,,,,,,,
4,5,6,1:29.183,+0.248,+0.101,184.2,7,Porsche Penske Motorsport,HYPERCAR,H,,Porsche 963,M,103693,6283,4167,6176,4368,5,,,PORSCHE PENSKE,,Julien,ANDLAUER,G,,FRA,,9192,70,,00:39:50,None,Mathieu,JAMINET,P,,FRA,,9415,70,,00:39:50,None,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,4,1:29.252,+0.317,+0.069,184.0,7,Toyota Gazoo Racing,HYPERCAR,H,,Toyota GR010 - Hybrid,M,103697,380,4167,6206,2,121,,,TOYOTA GAZOO,,Sébastien,BUEMI,P,,SUI,,138,219,,00:39:50,None,Brendon,HARTLEY,P,,NZL,,152,168,,00:39:50,None,Ryo,HIRAKAWA,P,,JPN,,8166,121,,00:39:50,None,,,,,,,,,,,,,,,,,,,
6,35,5,1:29.297,+0.362,+0.045,184.0,7,Alpine Endurance Team,HYPERCAR,H,,Alpine A424,M,103707,6360,4167,6237,21,70,,,ALPINE,,Paul-Loup,CHATIN,G,,FRA,,313,70,,00:39:50,None,Ferdinand,HABSBURG,G,,AUT,,10000,17,,00:39:50,None,Charles,MILESI,G,,FRA,,9594,70,,00:39:50,None,,,,,,,,,,,,,,,,,,,
7,51,5,1:29.300,+0.365,+0.003,184.0,8,Ferrari AF Corse,HYPERCAR,H,,Ferrari 499P,M,103712,6293,4167,6192,3,119,,,FERRARI AF,,Alessandro,PIER GUIDI,P,,ITA,PGU,340,119,,00:39:50,None,James,CALADO,P,,GBR,,300,188,,00:39:50,None,Antonio,GIOVINAZZI,P,,ITA,,1976,119,,00:39:50,None,,,,,,,,,,,,,,,,,,,
8,83,4,1:29.330,+0.395,+0.030,183.9,7,AF Corse,HYPERCAR,H,,Ferrari 499P,M,103720,16,4167,6192,3,119,,HWC,AF CORSE,HWC,Robert,KUBICA,P,,POL,,8438,181,,00:39:50,None,Yifei,YE,G,,CHN,,10068,43,,00:39:50,None,Philip,HANSON,G,,GBR,,1946,188,,00:39:50,None,,,,,,,,,,,,,,,,,,,
9,38,6,1:29.332,+0.397,+0.002,183.9,8,Cadillac Hertz Team JOTA,HYPERCAR,H,,Cadillac V-Series.R,M,103709,6429,4167,6203,4097,66,,,CADILLAC HTJ,,Earl,BAMBER,P,,NZL,,1290,168,,00:39:50,None,Sébastien,BOURDAIS,P,,FRA,,98,70,,00:39:50,None,Jenson,BUTTON,P,,GBR,,9180,188,,00:39:50,None,,,,,,,,,,,,,,,,,,,
10,20,4,1:29.392,+0.457,+0.060,183.8,7,BMW M Team WRT,HYPERCAR,H,,BMW M Hybrid V8,M,103702,6359,4167,6188,4354,5,,,BMW M TEAM WRT,,René,RAST,P,,GER,,307,5,,00:39:50,None,Robin,FRIJNS,P,,NED,,9871,178,,00:39:50,None,Sheldon,VAN DER LINDE,P,,RSA,VDL,11274,2,,00:39:50,None,,,,,,,,,,,,,,,,,,,
11,007,7,1:29.424,+0.489,+0.032,183.7,7,Aston Martin Thor Team,HYPERCAR,,,Aston Martin Valkyrie,M,103695,6427,4167,6273,260,66,,,ASTON MARTIN,,Harry,TINCKNELL,P,,GBR,,303,188,,00:39:50,None,Tom,GAMBLE,G,,GBR,,9549,188,,00:39:50,None,,,,,,,,,,,,,,,,,,,,,,,,,
