POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_ECM Driver Id,DRIVER1_ECM Country Id,DRIVER1_*Extra 3,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_ECM Driver Id,DRIVER2_ECM Country Id,DRIVER2_*Extra 3,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_ECM Driver Id,DRIVER3_ECM Country Id,DRIVER3_*Extra 3,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_ECM Driver Id,DRIVER4_ECM Country Id,DRIVER4_*Extra 3,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_ECM Driver Id,DRIVER5_ECM Country Id,DRIVER5_*Extra 3,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_ECM Driver Id,DRIVER6_ECM Country Id,DRIVER6_*Extra 3,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,16,7,1:58.574,-,-,141.3,7,Proton Competition,LMGTE,,,Porsche 911 RSR - 19,G,77063,45,10,5965,4368,5,,,PROTON,,Ryan,HARDWICK,B,,USA,,10846,66,,01:30:00,None,Zacharie,ROBICHON,S,,CAN,,10636,40,,00:45:00,None,Alessio,PICARIELLO,G,,BEL,,9740,23,,None,01:15:00,,,,,,,,,,,,,,,,,,,
2,57,8,1:58.837,+0.263,+0.263,141.0,8,Kessel Racing,LMGTE,,,Ferrari 488 GTE Evo,G,77083,120,10,5910,3,219,,,KESSEL RACING,,Takeshi,KIMURA,B,,JPN,,9416,121,,01:30:00,None,Gregory,HUFFAKER II,S,,USA,,10301,66,,00:45:00,None,Daniel,SERRA,P,,BRA,,500,32,,None,01:15:00,,,,,,,,,,,,,,,,,,,
3,77,7,1:58.971,+0.397,+0.134,140.8,7,Proton Competition,LMGTE,,,Porsche 911 RSR - 19,G,77088,45,10,5965,4368,5,,,PROTON,,Christian,RIED,B,,DEU,,90,5,,01:30:00,None,Giammarco,LEVORATO,S,,ITA,,11147,119,,00:45:00,None,Julien,ANDLAUER,G,,FRA,,9192,70,,None,01:15:00,,,,,,,,,,,,,,,,,,,
4,55,8,1:59.149,+0.575,+0.178,140.6,8,Spirit of Race,LMGTE,,,Ferrari 488 GTE Evo,G,77082,5546,10,5910,3,219,,,SPIRIT OF RACE,,Duncan,CAMERON,B,,GBR,,327,188,,01:30:00,None,David,PEREL,S,,ZAF,,9590,2,,00:45:00,None,Matthew,GRIFFIN,G,,IRL,,7395,116,,None,01:15:00,,,,,,,,,,,,,,,,,,,
5,44,8,1:59.598,+1.024,+0.449,140.1,8,GMB Motorsport,LMGTE,,,Aston Martin Vantage AMR,G,77078,6195,10,6199,260,57,,,GMB MOTORSPORT,,Jens,MØLLER,B,,DNK,,960,57,,01:30:00,None,Gustav,BIRCH,S,,DNK,,10534,57,,00:45:00,None,Nicki,THIIM,P,,DNK,,267,57,,None,01:15:00,,,,,,,,,,,,,,,,,,,
6,66,7,2:00.232,+1.658,+0.634,139.3,7,JMW Motorsport,LMGTE,,,Ferrari 488 GTE Evo,G,77086,35,10,5910,3,188,,,JMW MOTORSPORT,,Martin,BERRY,B,,SGP,,10878,212,,01:30:00,None,Lorcan,HANAFIN,S,,GBR,,10851,188,,00:45:00,None,Jon,LANCASTER,G,,GBR,,282,188,,None,01:15:00,,,,,,,,,,,,,,,,,,,
7,93,6,2:00.460,+1.886,+0.228,139.1,8,Proton Competition,LMGTE,,,Porsche 911 RSR - 19,G,77091,45,10,5965,4368,5,,,PROTON,,Michael,FASSBENDER,B,,IRL,,9752,116,,01:30:00,None,Martin,RUMP,S,,EST,,10348,65,,00:45:00,None,Richard,LIETZ,P,,AUT,,66,17,,None,01:15:00,,,,,,,,,,,,,,,,,,,
8,72,7,2:00.644,+2.070,+0.184,138.8,7,TF Sport,LMGTE,,,Aston Martin Vantage AMR,G,77087,364,10,5896,260,188,,,TF SPORT,,Arnold,ROBIN,B,,FRA,,9302,70,,01:30:00,None,Maxime,ROBIN,S,,FRA,,10861,70,,00:45:00,None,Valentin,HASSE-CLOT,G,,FRA,,10308,70,,None,01:15:00,,,,,,,,,,,,,,,,,,,
9,50,3,2:00.682,+2.108,+0.038,138.8,8,Formula Racing,LMGTE,,,Ferrari 488 GTE Evo,G,77080,112,10,5910,3,57,,,FORMULA RACING,,Johnny,LAURSEN,B,,DNK,,418,57,,01:30:00,None,Conrad,LAURSEN,S,,DNK,,10866,57,,00:45:00,None,Nicklas,NIELSEN,P,,DNK,,9432,57,,None,01:15:00,,,,,,,,,,,,,,,,,,,
10,95,7,2:00.809,+2.235,+0.127,138.7,8,TF Sport,LMGTE,,,Aston Martin Vantage AMR,G,77092,364,10,5896,260,188,,,TF SPORT,,John,HARTSHORNE,B,,GBR,,823,188,,01:30:00,None,Ben,TUCK,S,,GBR,,10972,188,,00:45:00,None,Jonathan,ADAM,P,,GBR,,194,188,,None,01:15:00,,,,,,,,,,,,,,,,,,,
11,51,7,2:02.247,+3.673,+1.438,137.0,7,AF Corse,LMGTE,,,Ferrari 488 GTE Evo,G,77081,16,10,5910,3,119,,,AF CORSE,,Kriton,LENTOUDIS,B,,GRC,,9529,79,,01:30:00,None,Rui,AGUAS,S,,PRT,,86,184,,00:45:00,None,Ulysse,DE PAUW,G,,BEL,,10140,23,,None,01:15:00,,,,,,,,,,,,,,,,,,,
12,60,5,2:04.130,+5.556,+1.883,134.9,7,Iron Lynx,LMGTE,,,Porsche 911 RSR - 19,G,77084,5979,10,5965,4368,119,,,IRON LYNX,,Claudio,SCHIAVONI,B,,CHE,,8812,219,,01:30:00,None,Matteo,CRESSONI,S,,ITA,,338,119,,00:45:00,None,Matteo,CAIROLI,P,,ITA,,8252,119,,None,01:15:00,,,,,,,,,,,,,,,,,,,
