POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,IMSA_CarId,IMSA_TeamId,IMSA_ClassId,IMSA_CarTypeId,IMSA_ManufacturerId,IMSA_TireId,IMSA_SponsorId,IMSA_EventEntryId,*Extra 9,*Extra 10,DRIVER1_FIRSTNAME,DRIVER1_SECONDNAME,DRIVER1_LICENSE,DRIVER1_HOMETOWN,DRIVER1_COUNTRY,DRIVER1_SHORTNAME,DRIVER1_IMSA_DriverId,DRIVER1_IMSA_DriverPlugId,DRIVER1_IMSA_DriverRatingLong,DRIVER1_*Extra 4,DRIVER1_*Extra 5,DRIVER2_FIRSTNAME,DRIVER2_SECONDNAME,DRIVER2_LICENSE,DRIVER2_HOMETOWN,DRIVER2_COUNTRY,DRIVER2_SHORTNAME,DRIVER2_IMSA_DriverId,DRIVER2_IMSA_DriverPlugId,DRIVER2_IMSA_DriverRatingLong,DRIVER2_*Extra 4,DRIVER2_*Extra 5,DRIVER3_FIRSTNAME,DRIVER3_SECONDNAME,DRIVER3_LICENSE,DRIVER3_HOMETOWN,DRIVER3_COUNTRY,DRIVER3_SHORTNAME,DRIVER3_IMSA_DriverId,DRIVER3_IMSA_DriverPlugId,DRIVER3_IMSA_DriverRatingLong,DRIVER3_*Extra 4,DRIVER3_*Extra 5,DRIVER4_FIRSTNAME,DRIVER4_SECONDNAME,DRIVER4_LICENSE,DRIVER4_HOMETOWN,DRIVER4_COUNTRY,DRIVER4_SHORTNAME,DRIVER4_IMSA_DriverId,DRIVER4_IMSA_DriverPlugId,DRIVER4_IMSA_DriverRatingLong,DRIVER4_*Extra 4,DRIVER4_*Extra 5,DRIVER5_FIRSTNAME,DRIVER5_SECONDNAME,DRIVER5_LICENSE,DRIVER5_HOMETOWN,DRIVER5_COUNTRY,DRIVER5_SHORTNAME,DRIVER5_IMSA_DriverId,DRIVER5_IMSA_DriverPlugId,DRIVER5_IMSA_DriverRatingLong,DRIVER5_*Extra 4,DRIVER5_*Extra 5,DRIVER6_FIRSTNAME,DRIVER6_SECONDNAME,DRIVER6_LICENSE,DRIVER6_HOMETOWN,DRIVER6_COUNTRY,DRIVER6_SHORTNAME,DRIVER6_IMSA_DriverId,DRIVER6_IMSA_DriverPlugId,DRIVER6_IMSA_DriverRatingLong,DRIVER6_*Extra 4,DRIVER6_*Extra 5,
1,31,30,1:35.217,-,-,216.6,37,Whelen Engineering Cadillac Racing,GTP,,,Cadillac V-Series.R,M,2399,344,44,200,7646,3,,16412,,,Pipo,Derani,Platinum,,BRA,,1083,3,Platinum,,,Jack,Aitken,Platinum,,GBR,,2986,4,Platinum,,,Tom,Blomqvist,Platinum,,MCO,,1718,2,Platinum,,,,,,,,,,,,,,,,,,,,,
2,25,14,1:35.594,+0.377,+0.377,215.8,32,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,2155,395,44,190,74,3,,16407,,,Connor,De Phillippi,Gold,,USA,,698,2,Gold,,,Nick,Yelloly,Platinum,,GBR,,2205,1,Platinum,,,Maxime,Martin,Platinum,,BEL,,360,3,Platinum,,,Rene,Rast,Platinum,,AUT,,674,4,Platinum,,,,,,,,,,,,,,,
3,6,12,1:35.721,+0.504,+0.127,215.5,32,Porsche Penske Motorsports,GTP,,,Porsche 963,M,2189,200,44,193,112,3,,16405,,,Nick,Tandy,Platinum,,GBR,,124,1,Platinum,,,Mathieu,Jaminet,Platinum,,LUX,,2707,2,Platinum,,,Kevin,Estre,Platinum,,FRA,,183,4,Platinum,,,Laurens,Vanthoor,Platinum,,BEL,,2727,3,Platinum,,,,,,,,,,,,,,,
4,10,3,1:35.945,+0.728,+0.224,215.0,40,Wayne Taylor Racing with Andretti,GTP,,,Acura ARX-06,M,2528,277,44,195,7641,3,,16410,,,Ricky,Taylor,Platinum,,USA,,608,1,Platinum,,,Filipe,Albuquerque,Platinum,,PRT,,1194,2,Platinum,,,Brendon,Hartley,Platinum,,NZL,,304,3,Platinum,,,Marcus,Ericsson,Platinum,,SWE,,2689,4,Platinum,,,,,,,,,,,,,,,
5,24,30,1:36.143,+0.926,+0.198,214.5,30,BMW M Team RLL,GTP,,,BMW M Hybrid V8,M,2154,395,44,190,74,3,,16408,,,Jesse,Krohn,Gold,,FIN,,2414,2,Gold,,,Augusto,Farfus,Platinum,,MCO,,701,4,Platinum,,,Philipp,Eng,Platinum,,AUT,,883,1,Platinum,,,Dries,Vanthoor,Platinum,,BEL,,1786,3,Platinum,,,,,,,,,,,,,,,
6,01,4,1:36.160,+0.943,+0.017,214.5,34,Cadillac Racing,GTP,,,Cadillac V-Series.R,M,2398,339,44,200,7646,3,,16409,,,Renger,van der Zande,Platinum,,NLD,,3170,1,Platinum,,,Sebastien,Bourdais,Platinum,,FRA,,602,2,Platinum,,,Scott,Dixon,Platinum,,NZL,,2699,4,Platinum,,,Alex,Palou,Platinum,,ESP,,2697,3,Platinum,,,,,,,,,,,,,,,
7,40,23,1:36.294,+1.077,+0.134,214.2,38,Wayne Taylor Racing with Andretti,GTP,,,Acura ARX-06,M,2529,277,44,195,7641,3,,16411,,,Jordan,Taylor,Platinum,,USA,,13,1,Platinum,,,Louis,Deletraz,Gold,,CHE,,3171,2,Gold,,,Colton,Herta,Gold,,USA,,1602,3,Gold,,,Jenson,Button,Platinum,,GBR,,3167,4,Platinum,,,,,,,,,,,,,,,
8,7,14,1:36.361,+1.144,+0.067,214.0,33,Porsche Penske Motorsports,GTP,,,Porsche 963,M,2190,200,44,193,112,3,,16406,,,Dane,Cameron,Platinum,,USA,,54,4,Platinum,,,Felipe,Nasr,Platinum,,BRA,,1598,2,Platinum,,,Matt,Campbell,Platinum,,AUS,,1791,1,Platinum,,,Josef,Newgarden,Platinum,,USA,,2982,3,Platinum,,,,,,,,,,,,,,,
9,5,12,1:36.746,+1.529,+0.385,213.2,45,Proton Competition,GTP,,,Porsche 963,M,2545,461,44,193,112,3,,16414,,,Gianmaria,Bruni,Platinum,,ITA,,22,1,Platinum,,,Neel,Jani,Platinum,,CHE,,1267,2,Platinum,,,Alessio,Picariello,Gold,,BEL,,1639,3,Gold,,,Romain,Dumas,Platinum,,FRA,,291,4,Platinum,,,,,,,,,,,,,,,
10,85,6,1:37.260,+2.043,+0.514,212.1,42,JDC-Miller MotorSports,GTP,,,Porsche 963,M,2538,15,44,193,112,3,,16413,,,Tijmen,van der Helm,Gold,,NLD,,2687,1,Gold,,,Phil,Hanson,Gold,,GBR,,2754,3,Gold,,,Ben,Keating,Bronze,,USA,,378,4,Bronze,,,Richard,Westbrook,Platinum,,GBR,,3198,2,Platinum,,,,,,,,,,,,,,,
11,18,4,1:39.674,+4.457,+2.414,206.9,37,Era Motorsport,LMP2,,,ORECA LMP2 07,M,761,291,28,85,7637,3,,16461,,,Dwight,Merriman,Bronze,,USA,,1930,1,Bronze,,,Ryan,Dalziel,Gold,,GBR,,192,2,Gold,,,Christian,Rasmussen,Gold,,DNK,,2966,4,Gold,,,Connor,Zilisch,Silver,,USA,,2624,3,Silver,,,,,,,,,,,,,,,
